nome_attrattore,risorsa_territoriale,codice_istat_comune,comume,indirizzo,numerocivico,cap,latitudine,longitudine,sitoweb,email,telefono,fax,cellulare,servizi,attrezzature,foto1,autore_foto1,foto2,autore_foto2,foto3,autore_foto3,descrizione
Cutrofiano,Comune,075026,Cutrofiano (LE),c/o Palazzo di Città - Piazza Aldo Moro,1,73024,40.12551,18.201485,,info.maglie@viaggiareinpuglia.it,+390836489203,,,,,http://www.viaggiareinpuglia.it/img/Localita/salento_mini_1412605312918.jpg,,,,,,Nella  Grecìa Salentina  spicca Cutrofiano  lontano 30 chilometri da   Lecce   ed equidistante dalla costa adriatica e dalle spiagge dello Jonio.     Il suo nome deriva da « cutrubbi »  i vasi di argilla  e ancora oggi Cutrofiano è noto per la lavorazione artigianale di  ceramiche  e  terrecotte .     Fulcro del centro storico è  palazzo Filomarini  noto anche come Palazzo della Principessa  edificato su un preesistente castello. È costeggiato dal palazzo municipale che ospita la biblioteca e il  Museo della ceramica  che ripercorre l'arte della cottura dell'argilla dai fossili fino ai variopinti fischietti.     A fronteggiare piazza Municipio con la sua pianta ottagonale è la chiesa dell'Immacolata. La  matrice   invece  è dedicata a Santa Maria della Neve edificata nel '600 e poi ampliata nell'800.     Ad un chilometro dall'abitato si scorge la  cripta di San Giovanni Battista  interamente scavata nella roccia. Qui è possibile ammirare anche la  chiesetta rupestre   una piccola  necropoli medievale  e un  frantoio ipogeo . 
Morigino,Borghi storici,075039,Maglie (LE),c/o Palazzo di Città - Piazza Aldo Moro,1,73024,40.141273,18.30969,,info.maglie@viaggiareinpuglia.it,+390836489203,,,,,http://www.viaggiareinpuglia.it/img/Localita/salento_mini_1412957447271.jpg,,,,,,È la più antica dell'intero territorio di   Maglie   la chiesa di San Giovanni Battista a Morigino  piccola frazione ubicata a 2 chilometri dal comune di appartenenza. È nel cuore del paese la struttura  realizzata dal 1598 al 1604  come indicano le date incise sul prospetto.     A raccontare il passato della piccola frazione  località scelta dagli invasori turco-saraceni come accampamento  oltre al nome («mori» erano chiamati i saraceni) ci sono anche due reperti archeologici  il  Dolmen Caramauli 1   nei pressi della masseria Palumbo    e il menhir  Morigino .
Melendugno,Bandiere Blu,075043,Melendugno (LE),c/o Palazzo di Città - Via San Nicola,6,73026,40.26862,18.332663,,,+390832832217,,,,,http://www.viaggiareinpuglia.it/img/Localita/melendugno__chiesa_di_maria_santissima_assunta_1415012434420.jpg,,,,,,Affacciata sull'Adriatico da cui dista qualche chilometro  Melendugno è un comune che con il suo vasto territorio si distende lungo la costa salentina  a 19 km da   Lecce    dove sventola la  Bandiera Blu . Importanti per l'economia turistica sono le marine di   Torre dell'Orso      San Foca      Roca Vecchia   e   Sant'Andrea  .     Nel centro storico  caratteristiche sono le  case a corte  di origine medievale mentre numerosi sono i frantoi ipogei  a testimonianza della floridità dell'economia agricola.     Nel borgo  spicca il    Palazzo   Baronale D'Amely     con la sua facciata irregolare e la pianta stellare. I melendugnesi lo chiamano «castello» perché si tratta di una grande torre poligonale fortificata su progetto di Gian Giacomo dell'Acaya  l'architetto militare dell'imperatore Carlo V.     Da vedere sono anche la  Torre dell'Orologio  e la    Chiesa dell'Assunta     risalente al XVI secolo.     I primi insediamenti risalgono all'età del Bronzo  come raccontano i  dolmen Placa  e  Gurgulante  che si trovano subito fuori il centro abitato  in direzione di Calimera.     I monaci basiliani  invece  dettero vita a cripte e abbazie  come l' Abbazia di San Niceta   situata fuori dal paese al centro di un uliveto. Dedicata al patrono cittadino   la cappella  conserva vari affreschi che originariamente decoravano l'antico edificio basiliano  poi inglobato nell'attuale chiesa.   
Melendugno,Città dell'olio e del vino,075043,Melendugno (LE),c/o Palazzo di Città - Via San Nicola,6,73026,40.26862,18.332663,,,+390832832217,,,,,http://www.viaggiareinpuglia.it/img/Localita/melendugno__chiesa_di_maria_santissima_assunta_1415012434420.jpg,,,,,,Affacciata sull'Adriatico da cui dista qualche chilometro  Melendugno è un comune che con il suo vasto territorio si distende lungo la costa salentina  a 19 km da   Lecce    dove sventola la  Bandiera Blu . Importanti per l'economia turistica sono le marine di   Torre dell'Orso      San Foca      Roca Vecchia   e   Sant'Andrea  .     Nel centro storico  caratteristiche sono le  case a corte  di origine medievale mentre numerosi sono i frantoi ipogei  a testimonianza della floridità dell'economia agricola.     Nel borgo  spicca il    Palazzo   Baronale D'Amely     con la sua facciata irregolare e la pianta stellare. I melendugnesi lo chiamano «castello» perché si tratta di una grande torre poligonale fortificata su progetto di Gian Giacomo dell'Acaya  l'architetto militare dell'imperatore Carlo V.     Da vedere sono anche la  Torre dell'Orologio  e la    Chiesa dell'Assunta     risalente al XVI secolo.     I primi insediamenti risalgono all'età del Bronzo  come raccontano i  dolmen Placa  e  Gurgulante  che si trovano subito fuori il centro abitato  in direzione di Calimera.     I monaci basiliani  invece  dettero vita a cripte e abbazie  come l' Abbazia di San Niceta   situata fuori dal paese al centro di un uliveto. Dedicata al patrono cittadino   la cappella  conserva vari affreschi che originariamente decoravano l'antico edificio basiliano  poi inglobato nell'attuale chiesa.   
Melendugno,Comune,075043,Melendugno (LE),c/o Palazzo di Città - Via San Nicola,6,73026,40.26862,18.332663,,,+390832832217,,,,,http://www.viaggiareinpuglia.it/img/Localita/melendugno__chiesa_di_maria_santissima_assunta_1415012434420.jpg,,,,,,Affacciata sull'Adriatico da cui dista qualche chilometro  Melendugno è un comune che con il suo vasto territorio si distende lungo la costa salentina  a 19 km da   Lecce    dove sventola la  Bandiera Blu . Importanti per l'economia turistica sono le marine di   Torre dell'Orso      San Foca      Roca Vecchia   e   Sant'Andrea  .     Nel centro storico  caratteristiche sono le  case a corte  di origine medievale mentre numerosi sono i frantoi ipogei  a testimonianza della floridità dell'economia agricola.     Nel borgo  spicca il    Palazzo   Baronale D'Amely     con la sua facciata irregolare e la pianta stellare. I melendugnesi lo chiamano «castello» perché si tratta di una grande torre poligonale fortificata su progetto di Gian Giacomo dell'Acaya  l'architetto militare dell'imperatore Carlo V.     Da vedere sono anche la  Torre dell'Orologio  e la    Chiesa dell'Assunta     risalente al XVI secolo.     I primi insediamenti risalgono all'età del Bronzo  come raccontano i  dolmen Placa  e  Gurgulante  che si trovano subito fuori il centro abitato  in direzione di Calimera.     I monaci basiliani  invece  dettero vita a cripte e abbazie  come l' Abbazia di San Niceta   situata fuori dal paese al centro di un uliveto. Dedicata al patrono cittadino   la cappella  conserva vari affreschi che originariamente decoravano l'antico edificio basiliano  poi inglobato nell'attuale chiesa.   
Calimera,Città della fede e della tradizione,075010,Calimera (LE),c/o Stanza della Storia - Via Calimera,43,73021,40.250725,18.278257,,info.martano@viaggiareinpuglia.it,+390836572795,,,,,http://www.viaggiareinpuglia.it/img/Localita/salento_mini_1412593186227.jpg,,,,,,Nel cuore della Grecìa Salentina  Calimera dista 17 chilometri da   Lecce   mentre a 14-15 chilometri si dispiega la costa di   Melendugno    da Roca Vecchia a Torre dell'Orso.     Ad annunciare le  origini elleniche  di Calimera  che in griko significa «buongiorno»  è la  stele funeraria  del IV secolo a.C. che spicca nel verde dei giardini pubblici dando il benvenuto agli «stranieri». Greca è anche la chiesa sulle cui rovine sorge la matrice dedicata al patrono San Brizio e affacciata sulla centrale  piazza del Sole .     Poco distante si erge la  Cappella del Crocifisso  mentre tornando indietro si varca la soglia della  Casa-Museo della civiltà contadina   uno scrigno della cultura popolare dell'area grika del Salento.  Sulla strada che conduce a Melendugno  sorge il bosco dei « craunari » che racconta la storia degli abitanti  un tempo infaticabili carbonai grazie all'estensione dei lecci. Sul limitare del boschetto  ecco spuntare la  Cappella di San Vito  che custodisce il leggendario  men-an-tol .     Calimera ospita  inoltre  il    Museo di Storia Naturale del Salento    dove ha sede anche l'Osservatorio Faunistico della provincia di Lecce  centro di accoglienza per animali selvatici in difficoltà.
Calimera,Borghi storici,075010,Calimera (LE),c/o Stanza della Storia - Via Calimera,43,73021,40.250725,18.278257,,info.martano@viaggiareinpuglia.it,+390836572795,,,,,http://www.viaggiareinpuglia.it/img/Localita/salento_mini_1412593186227.jpg,,,,,,Nel cuore della Grecìa Salentina  Calimera dista 17 chilometri da   Lecce   mentre a 14-15 chilometri si dispiega la costa di   Melendugno    da Roca Vecchia a Torre dell'Orso.     Ad annunciare le  origini elleniche  di Calimera  che in griko significa «buongiorno»  è la  stele funeraria  del IV secolo a.C. che spicca nel verde dei giardini pubblici dando il benvenuto agli «stranieri». Greca è anche la chiesa sulle cui rovine sorge la matrice dedicata al patrono San Brizio e affacciata sulla centrale  piazza del Sole .     Poco distante si erge la  Cappella del Crocifisso  mentre tornando indietro si varca la soglia della  Casa-Museo della civiltà contadina   uno scrigno della cultura popolare dell'area grika del Salento.  Sulla strada che conduce a Melendugno  sorge il bosco dei « craunari » che racconta la storia degli abitanti  un tempo infaticabili carbonai grazie all'estensione dei lecci. Sul limitare del boschetto  ecco spuntare la  Cappella di San Vito  che custodisce il leggendario  men-an-tol .     Calimera ospita  inoltre  il    Museo di Storia Naturale del Salento    dove ha sede anche l'Osservatorio Faunistico della provincia di Lecce  centro di accoglienza per animali selvatici in difficoltà.
Calimera,Comune,075010,Calimera (LE),c/o Stanza della Storia - Via Calimera,43,73021,40.250725,18.278257,,info.martano@viaggiareinpuglia.it,+390836572795,,,,,http://www.viaggiareinpuglia.it/img/Localita/salento_mini_1412593186227.jpg,,,,,,Nel cuore della Grecìa Salentina  Calimera dista 17 chilometri da   Lecce   mentre a 14-15 chilometri si dispiega la costa di   Melendugno    da Roca Vecchia a Torre dell'Orso.     Ad annunciare le  origini elleniche  di Calimera  che in griko significa «buongiorno»  è la  stele funeraria  del IV secolo a.C. che spicca nel verde dei giardini pubblici dando il benvenuto agli «stranieri». Greca è anche la chiesa sulle cui rovine sorge la matrice dedicata al patrono San Brizio e affacciata sulla centrale  piazza del Sole .     Poco distante si erge la  Cappella del Crocifisso  mentre tornando indietro si varca la soglia della  Casa-Museo della civiltà contadina   uno scrigno della cultura popolare dell'area grika del Salento.  Sulla strada che conduce a Melendugno  sorge il bosco dei « craunari » che racconta la storia degli abitanti  un tempo infaticabili carbonai grazie all'estensione dei lecci. Sul limitare del boschetto  ecco spuntare la  Cappella di San Vito  che custodisce il leggendario  men-an-tol .     Calimera ospita  inoltre  il    Museo di Storia Naturale del Salento    dove ha sede anche l'Osservatorio Faunistico della provincia di Lecce  centro di accoglienza per animali selvatici in difficoltà.
Palazzo marchesale De Franchis,Palazzi storici e architetture di pregio,075085,Taviano (LE),Piazza del Popolo,,73057,39.982983,18.08856,,,+390833916111,,,,,http://www.viaggiareinpuglia.it/img/Castello/arte_e_cultura_solito_1427382981757.jpg,Carlos Solito,,,,,Prende il nome dall'ultimo feudatario che lo abitò  il seicentesco Palazzo marchesale De Franchis di  Taviano   fiore all'occhiello del centro storico che ospita eventi e manifestazioni culturali.     Il  prospetto  è scandito da finestre alcune delle quali con balcone mentre sul portale campeggia lo stemma della nobile famiglia De Franchis.     Il palazzo è strutturato su due piani. Il primo fungeva da  residenza nobiliare  mentre al piano terra si trovavano stalle e botteghe. Esistono anche degli ammezzati  che servivano da depositi e granai. Il palazzo è stato recentemente restaurato.
Area Verde Giovanni Fedele,Giardini e ville comunali,075029,Galatina (LE),Via Parma,,73013,40.176815,18.17532,,info.galatina@viaggiareinpuglia.it,+390836569984,,,,,http://www.viaggiareinpuglia.it/img/GiardiniVilleCom/luoghi_di_intrattenimento_lecce_bevilacqua_1429624567909.jpg,Carlo Elmiro Bevilacqua,,,,,Si trova nella periferia di   Galatina    lungo la via per Soleto l'Area Verde Giovanni Fedele  comodo spazio pubblico ristrutturato  inaugurato di recente.      Arredi nuovi e curatissimo verde   al cospetto di una scuola elementare e in piena zona residenziale  la rendono meta frequentatissima dai bambini e  più in generale  dalle famiglie.     Questo grazie anche a un  parco giochi   non grande ma nuovo e ben curato  che rappresenta il motivo di attrazione insieme ad alcuni appuntamenti estivi  soprattutto all'insegna del teatro e delle commedie in vernacolo.
Giardini pubblici,Giardini e ville comunali,075029,Galatina (LE),Piazza Carrozzini,,73013,40.176353,18.161879,,info.galatina@viaggiareinpuglia.it,+390836569984,,,,,http://www.viaggiareinpuglia.it/img/GiardiniVilleCom/luoghi_di_intrattenimento_lecce_bevilacqua_1429624596400.jpg,Carlo Elmiro Bevilacqua,,,,,Adiacente a via Calatafimi  nella periferia di   Galatina    a poca distanza dall'ospedale  si apre piazza Carrozzini  spazio verde frequentato dagli abitanti della zona  dotato di comode panchine ubicate ai margini di grandi e spaziose aiuole.     Il percorso interno è fatto di ampi vialetti lastricati  il verde del giardino pubblico è per lo più costituito da piante di palma  di diverse specie  che custodiscono un piccolo angolo attrezzato per lo svago dei più piccoli.
Piazza Vittime delle Foibe,Giardini e ville comunali,075029,Galatina (LE),Piazza Vittime delle Foibe,,73013,40.16936,18.162386,,info.galatina@viaggiareinpuglia.it,+390836569984,,,,,http://www.viaggiareinpuglia.it/img/GiardiniVilleCom/luoghi_di_intrattenimento_lecce_bevilacqua_1429624611776.jpg,Carlo Elmiro Bevilacqua,,,,,La «villa dei bersaglieri»: è conosciuta così dagli abitanti di   Galatina   per via del monumento che custodisce piazza Vittima delle Foibe  grande spazio pubblico ubicato in zona residenziale.      Luogo di ritrovo di ragazzini   soprattutto in estate  è spazio che ben si adatta alle passeggiate  per le sue dimensioni e la regolarità dei viali  ma anche ai giochi dei bambini  con il liscio lastricato di cemento che diventa ideale terreno di gioco.     Il verde è costituito prevalentemente da  lecci e pini  che ombreggiano le larghe aiuole.   
Trinitapoli,Comune,110010,Trinitapoli (BT),Via Principe Amedeo,4,76016,41.35704,16.085506,,info.margheritadisavoia@viaggiareinpuglia.it,+390883654012,,,,,http://www.viaggiareinpuglia.it/img/Localita/puglia_imperiale_mini_1412616480864.jpg,,,,,,A 18 km da   Barletta   e a soli 5 km dalle saline di   Margherita di Savoia    Trinitapoli sorge in un'area ricca di tesori naturalistici e importanti testimonianze archeologiche.     Tra le casupole candide del centro storico  si snoda una fitta rete di vicoletti  dove spiccano le architetture del  Santuario della Madonna di Loreto   della  Chiesa di   San Giuseppe   la Chiesa Madre dedicata al patrono  Santo Stefano  e la  Chiesetta di Sant'Anna   dove sono ancora visibili le tracce dei Cavalieri di Malta.     Per fare la conoscenza del Popolo degli Ipogei  è da non perdere una visita al    Parco Archeologico    e al  Museo Civico  cittadino  per un itinerario a ritroso nel tempo tra importanti ritrovamenti come l'epigrafe latina della  Tavola di Trinitapoli   i bronzi  gli avori  i resti di sacrifici rituali delle antiche popolazioni e gli originali tesori di  archeologia subacquea .     La scoperta di Trinitapoli continua dopo le porte della città  con una passeggiata tra la  zona umida  delle vicine saline  4.000 ettari di natura incontaminata  regno dei fenicotteri  con piste ciclabili e torrette per il birdwatching. 
Ordona,Comune,071063,Ordona (FG),c/o Polo Museale - Via Santa Maria del Popolo,68,71022,41.31471,15.626382,,polomusealeas@gmail.com,+390885651756,,,,,http://www.viaggiareinpuglia.it/img/Localita/gargano_e_daunia_mini_1412356165133.jpg,,,,,,Alla fine delle dorate pianure del Tavoliere  Ordona sorge ai piedi del Subappennino Dauno  sulle rovine dell'antica   Herdonia    primitivo villaggio agricolo.     Abitata fin dal Neolitico  la città odierna nasce nel Seicento per volontà dei Gesuiti  ma è la vecchia Ordona  a pochi chilometri dall'abitato  a custodire un importante  patrimonio archeologico   conservato in parte nel Museo Civico di   Foggia    ma soprattutto nelle campagne circostanti  dove affiorano i resti dell'antica civiltà romana e delle abitazioni dei coloni inviati dal Re di Napoli a popolare queste zone.     La vasta area archeologica dell'antica Herdonia è stata oggetto di scavi che hanno riportato alla luce il  foro   la  Basilica   un grande  anfiteatro  simile a quello di  Lucera   un  mercato coperto   le  terme  e una  chiesa . Sul fiume Carapelle  sono ancora visibili i resti del  Ponte Romano . 
Lido Mongelli,Spiagge,110009,Trani (BT),Lungomare Cristoforo Colombo,,76125,41.27059,16.438665,,info.trani@viaggiareinpuglia.it,+393420416263,,,,,http://www.viaggiareinpuglia.it/img/Parco/mare1_giannella_1426507774678.jpg,Vittorio Giannella,,,,,Sul lungomare Cristoforo Colombo di  Trani   adiacente a  Lido Colonna   sorge Lido Mongelli. Spiaggia cittadina  è protetta dalle barriere frangiflutti.     Due rampe in discesa consentono anche ai diversamente abili di raggiungere la baia di  ciottoli e ghiaia  interamente libera. Nei  fondali  dove spumeggia il mar Adriatico  invece  si alternano  sabbia e scogli .     Per arrivare a Lido Mongelli  dal lungomare Cristoforo Colombo si supera piazza Marinai d'Italia e si prosegue verso la litoranea. Si può raggiungere la spiaggia anche in bici grazie alla pista ciclabile che la collega al centro.
Motta Montecorvino,Comune,071034,Motta Montecorvino (FG),Piazza Nocelli,6,71036,41.507755,15.116031,,info.lucera@viaggiareinpuglia.it,+39800767606,,,,,http://www.viaggiareinpuglia.it/img/Localita/motta_panorama_1415011097439.jpg,,,,,,A circa 40 chilometri da   Foggia    Motta Montecorvino è un gioiello incastonato nella natura incontaminata e selvaggia dei boschi ai piedi del Subappennino Dauno  meta ideale per gli amanti delle escursioni.     Le casupole rustiche  gli archi  le scalinate esterne e le stradine intrecciate le une alle altre regalano un fascino tutto particolare a Motta  tipico paese di montagna dalle abitazioni di pietra con il tetto spiovente  avvolto dalla calma caratteristica dei piccoli borghi. Il  centro storico  ha conservato le suggestioni medievali  grazie anche alle eleganti linee delle chiese  come la quattrocentesca  San Giovanni Battista   dal tetto a capanna e dal    campanile gotico   .     Fuori dall'abitato  è la natura la vera regina  il silenzio dei boschi ai piedi del  Monte Sambuco  avvolge e conquista mentre l'orizzonte regala un panorama incantevole  dove si conserva la suggestiva    Sedia del Diavolo     i resti di un'antica torre  consumata dal tempo fino ad assumere le sembianze di un gigantesco trono di pietra.     Motta  infine  con meno di 800 abitanti  ne ha uno di particolare prestigio. È il più anziano di tutti: l'immensa e bisecolare  quercia di San Luca  che vive nelle sue strade.   
Galatone,Comune,075030,Galatone (LE),c/o Sedile Comunale - Piazza Antonio Salandra,1,73048,40.150665,18.07098,,info.nardo@viaggiareinpuglia.it,+390833836928,,,,,http://www.viaggiareinpuglia.it/img/Localita/galatone_1415012221873.jpg,,,,,,Sul pendio di una collina  rigogliosa di viti e alberi di fico  a 25 km da   Lecce    si adagia il borgo antico di Galatone. Per visitarla si può compiere un passaggio trionfale attraverso le sue radici bizantine e la  Porta San Sebastiano   unica superstite tra quelle di accesso al «kastellion» per chi giungeva dai vicini «koria»  le antiche comunità rurali.     I miracoli della fede segnano il percorso spirituale della città  le cui tracce sono tangibili nel    Santuario del Santissimo Crocifisso     eretto nel XVII secolo  meta di pellegrinaggi e meravigliosa opera barocca con la facciata illuminata dallo sfarzoso connubio tra il carparo e la pietra leccese. L'interno è altrettanto sontuoso e ammaliante  ricco di elementi decorativi e grandiose tele che narrano miracoli.     Fuori dal borgo antico  imboccando le vie che conducono alle campagne  spiccano con il loro stile moresco  liberty e decisamente ispirato a terre esotiche diverse  ville   elegante testimonianza degli agi nobiliari nel bucolico paesaggio galatonese.   
Museo Provinciale 'Sigismondo Castromediano',Musei  gallerie e pinacoteche,075035,Lecce (LE),Viale Gallipoli,28,73100,40.347004,18.170343,www.provincia.le.it,acassiano@provincia.le.it,+390832307415 - +390832683503,,,Servizi Igienici e docce-Visite guidate-Welcome Desk-Attività didattiche-Bar - Punto ristoro-Accettazione gruppi-Merchandising -Offerte ricreative,Sala congressi-Sala Lettura-Sala multimediale-Parcheggio gratuito,http://www.viaggiareinpuglia.it/img/LuoghiCultura/lecce_museo_sigismondo_castromediano_1427968211761.jpg,Mirabilia Sistemi,http://www.viaggiareinpuglia.it/img/LuoghiCultura/lecce_museo_sigismondo_castromediano1_1427968212056.jpg,Mirabilia Sistemi,,,Fondato nel 1868 dal duca di  Cavallino   Sigismondo Castromediano   il Museo Provinciale di  Lecce  è il più antico di Puglia.     Contiene una ricca raccolta di testimonianze della  civiltà messapica  e degli  insediamenti romani  con  terrecotte    iscrizioni    statue  e  vasi apuli e attici .     Collocata al piano superiore  la  Pinacoteca  raccoglie dipinti che vanno dal medioevo fino al XVIII secolo documentando gli influssi bizantini e veneziani sulla creatività degli artisti locali. Tra le firme più prestigiose spiccano quelle di  Bartolomeo Vivarini    Paolo Finoglio    Oronzo Tiso .     Una sezione  inoltre  è dedicata alle  arti minori  dalle  ceramiche  agli  avori   dai  bronzi  fino agli  argenti   di età barocca  mentre un padiglione rende omaggio al grande tenore  Tito Schipa .   
Canosa,Città dell'olio e del vino,110004,Canosa di Puglia (BT),Piazza Vittorio Veneto,2,76012,41.222847,16.064976,,info.barletta@viaggiareinpuglia.it,+390883612423 ,,+393473476119,,,http://www.viaggiareinpuglia.it/img/Localita/canosa_basilica_di_san_leucio_1415103650200.jpg,,,,,,Dall'alto delle pendici nord-occidentali della Murgia  a circa 20 km da   Andria    Canosa domina tutta la Valle dell'Ofanto e le pianure del Tavoliere.     È una passeggiata nella storia  quella che conduce alla scoperta del centro antico e delle sue campagne  dove ogni epoca ha lasciato tracce e tesori disseminati nel territorio. Punto di partenza ideale è la   Cattedrale bizantina di San Sabino    cuore del paese  insieme al  Mausoleo Boemondo   la    Basilica di Santa Sofia    e la vicina  Villa Comunale .     Dal centro del borgo  si scivola sotto terra per visitare i preziosi  ipogei   tra cui il  Lagrasta   il più grande del Sud Italia  l'Oplita  il Cerbero  antiche tombe sepolcrali. Tracce del passaggio romano sono il  ponte sull'Ofanto   l' anfiteatro   i  mausolei  Barbarossa e Bagnoli  e i monumenti lungo la  via Traiana  come la    Torre Casieri    e l' Arco di Terenzio Varrone .      Appartengono al periodo paleocristiano gli  Scavi di San Pietro   il    Battistero di San Giovanni     la    Basilica di San Leucio    e il mosaico della  Croce di Salomone .     È un pezzo di storia anche l'eccellente  vino rosso   riconosciuto con il marchio Doc dal 1979. 
Canosa,Borghi storici,110004,Canosa di Puglia (BT),Piazza Vittorio Veneto,2,76012,41.222847,16.064976,,info.barletta@viaggiareinpuglia.it,+390883612423 ,,+393473476119,,,http://www.viaggiareinpuglia.it/img/Localita/canosa_basilica_di_san_leucio_1415103650200.jpg,,,,,,Dall'alto delle pendici nord-occidentali della Murgia  a circa 20 km da   Andria    Canosa domina tutta la Valle dell'Ofanto e le pianure del Tavoliere.     È una passeggiata nella storia  quella che conduce alla scoperta del centro antico e delle sue campagne  dove ogni epoca ha lasciato tracce e tesori disseminati nel territorio. Punto di partenza ideale è la   Cattedrale bizantina di San Sabino    cuore del paese  insieme al  Mausoleo Boemondo   la    Basilica di Santa Sofia    e la vicina  Villa Comunale .     Dal centro del borgo  si scivola sotto terra per visitare i preziosi  ipogei   tra cui il  Lagrasta   il più grande del Sud Italia  l'Oplita  il Cerbero  antiche tombe sepolcrali. Tracce del passaggio romano sono il  ponte sull'Ofanto   l' anfiteatro   i  mausolei  Barbarossa e Bagnoli  e i monumenti lungo la  via Traiana  come la    Torre Casieri    e l' Arco di Terenzio Varrone .      Appartengono al periodo paleocristiano gli  Scavi di San Pietro   il    Battistero di San Giovanni     la    Basilica di San Leucio    e il mosaico della  Croce di Salomone .     È un pezzo di storia anche l'eccellente  vino rosso   riconosciuto con il marchio Doc dal 1979. 
Canosa,Comune,110004,Canosa di Puglia (BT),Piazza Vittorio Veneto,2,76012,41.222847,16.064976,,info.barletta@viaggiareinpuglia.it,+390883612423 ,,+393473476119,,,http://www.viaggiareinpuglia.it/img/Localita/canosa_basilica_di_san_leucio_1415103650200.jpg,,,,,,Dall'alto delle pendici nord-occidentali della Murgia  a circa 20 km da   Andria    Canosa domina tutta la Valle dell'Ofanto e le pianure del Tavoliere.     È una passeggiata nella storia  quella che conduce alla scoperta del centro antico e delle sue campagne  dove ogni epoca ha lasciato tracce e tesori disseminati nel territorio. Punto di partenza ideale è la   Cattedrale bizantina di San Sabino    cuore del paese  insieme al  Mausoleo Boemondo   la    Basilica di Santa Sofia    e la vicina  Villa Comunale .     Dal centro del borgo  si scivola sotto terra per visitare i preziosi  ipogei   tra cui il  Lagrasta   il più grande del Sud Italia  l'Oplita  il Cerbero  antiche tombe sepolcrali. Tracce del passaggio romano sono il  ponte sull'Ofanto   l' anfiteatro   i  mausolei  Barbarossa e Bagnoli  e i monumenti lungo la  via Traiana  come la    Torre Casieri    e l' Arco di Terenzio Varrone .      Appartengono al periodo paleocristiano gli  Scavi di San Pietro   il    Battistero di San Giovanni     la    Basilica di San Leucio    e il mosaico della  Croce di Salomone .     È un pezzo di storia anche l'eccellente  vino rosso   riconosciuto con il marchio Doc dal 1979. 
Minervino Murge,Città del gusto,110006,Minervino Murge (BT),Piazza Vittorio Veneto,2,76012,41.08082,16.080536,,info.barletta@viaggiareinpuglia.it,+390883612423 ,,+393473476119,,,http://www.viaggiareinpuglia.it/img/Localita/minervino_murge__centro_storico_1415006650617.jpg,,,,,,A 24 km da   Andria    Minervino Murge è una cittadina panoramica che  dall'alto dei suoi 500 m sul livello del mare  regala una vista eccezionale sulla Valle dell'Ofanto  sul   Parco Nazionale dell'Alta Murgia   e sulla vicina Basilicata.     Il cuore del centro antico è il  Borgo Scesciola   affascinante labirinto di stradine aggrovigliate e archetti in tufo  dove si affacciano le antiche abitazioni dalla facciata bianca. In piazza Bovio  spicca il profilo rinascimentale della    Cattedrale dell'Assunta     con il  Palazzo Vescovile  e il campanile  mentre  poco più in là  si susseguono le eleganti architetture dell'antico  Monastero delle Clarisse    Palazzo Caputi   la  Chiesa di San Francesco  con la  Confraternita del Purgatorio  e il  palazzo baronale  o  Castello .      Ai piedi dell'abitato  scavata nella roccia dai fiumiciattoli della zona  è un importante luogo di culto da più di mille anni la    Grotta di San Michele     con l'imponente ingresso neoclassico.     Famoso e gustoso è il  fungo cardoncello   simbolo gastronomico della città  celebrato nella tradizionale sagra di fine ottobre. Da gustare è anche il  marzapane . 
Minervino Murge,Città della fede e della tradizione,110006,Minervino Murge (BT),Piazza Vittorio Veneto,2,76012,41.08082,16.080536,,info.barletta@viaggiareinpuglia.it,+390883612423 ,,+393473476119,,,http://www.viaggiareinpuglia.it/img/Localita/minervino_murge__centro_storico_1415006650617.jpg,,,,,,A 24 km da   Andria    Minervino Murge è una cittadina panoramica che  dall'alto dei suoi 500 m sul livello del mare  regala una vista eccezionale sulla Valle dell'Ofanto  sul   Parco Nazionale dell'Alta Murgia   e sulla vicina Basilicata.     Il cuore del centro antico è il  Borgo Scesciola   affascinante labirinto di stradine aggrovigliate e archetti in tufo  dove si affacciano le antiche abitazioni dalla facciata bianca. In piazza Bovio  spicca il profilo rinascimentale della    Cattedrale dell'Assunta     con il  Palazzo Vescovile  e il campanile  mentre  poco più in là  si susseguono le eleganti architetture dell'antico  Monastero delle Clarisse    Palazzo Caputi   la  Chiesa di San Francesco  con la  Confraternita del Purgatorio  e il  palazzo baronale  o  Castello .      Ai piedi dell'abitato  scavata nella roccia dai fiumiciattoli della zona  è un importante luogo di culto da più di mille anni la    Grotta di San Michele     con l'imponente ingresso neoclassico.     Famoso e gustoso è il  fungo cardoncello   simbolo gastronomico della città  celebrato nella tradizionale sagra di fine ottobre. Da gustare è anche il  marzapane . 
